"gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"Female",0,"No","No",12,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",43.8,540.95,"No"
"Female",0,"Yes","No",56,"Yes","No","Fiber optic","Yes","No","Yes","No","No","No","Two year","No","Bank transfer (automatic)",80.3,4513.65,"No"
"Female",0,"Yes","Yes",22,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.25,555.4,"No"
"Male",0,"No","No",13,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20,268.45,"No"
"Female",0,"No","No",34,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",70,2416.1,"Yes"
"Male",0,"Yes","No",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.7,1492.1,"No"
"Female",0,"No","No",7,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.35,660.9,"Yes"
"Male",0,"Yes","Yes",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.55,284.9,"No"
"Male",0,"Yes","Yes",18,"Yes","No","DSL","No","No","Yes","No","No","Yes","Month-to-month","No","Electronic check",57.45,990.85,"Yes"
"Male",0,"Yes","Yes",12,"Yes","No","DSL","No","No","No","No","No","Yes","One year","No","Credit card (automatic)",53.65,696.35,"Yes"
"Male",0,"No","No",37,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.35,2552.9,"No"
"Female",0,"No","No",47,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","No","One year","No","Credit card (automatic)",94.9,4615.25,"No"
"Male",0,"Yes","Yes",26,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",83.75,2070.6,"Yes"
"Female",0,"Yes","No",71,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",81.85,5924.4,"No"
"Male",0,"Yes","No",38,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",79.45,3013.05,"Yes"
"Male",1,"No","No",14,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",90.45,1266.1,"Yes"
"Female",0,"Yes","Yes",16,"No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",35.5,552.7,"No"
"Female",0,"No","No",40,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",80.75,3208.65,"No"
"Male",0,"Yes","Yes",2,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",89.55,185.55,"Yes"
"Female",0,"No","No",41,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",114.5,4527.45,"Yes"
"Male",0,"No","No",32,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",20.05,614.45,"No"
"Male",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",80.95,171.15,"Yes"
"Female",0,"Yes","Yes",52,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",19.6,1012.4,"No"
"Female",0,"Yes","Yes",71,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes","Two year","No","Electronic check",100.45,7159.7,"No"
"Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",80.55,80.55,"No"
"Female",0,"Yes","Yes",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",20,417.65,"No"
"Male",0,"Yes","Yes",54,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",105.2,5637.85,"No"
"Female",0,"No","No",69,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",24.6,1678.05,"No"
"Female",1,"No","No",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",89.85,6293.45,"No"
"Male",0,"No","No",52,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Two year","Yes","Credit card (automatic)",89.45,4577.75,"No"
"Male",0,"Yes","Yes",25,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","One year","Yes","Bank transfer (automatic)",61.6,1611,"No"
"Female",1,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",114.65,8333.95,"No"
"Male",0,"Yes","No",18,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)",56.8,1074.65,"No"
"Male",0,"No","No",7,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Mailed check",54.85,370.4,"No"
"Male",0,"Yes","No",70,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",76.1,5264.25,"No"
"Male",0,"Yes","No",60,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Electronic check",94.4,5610.25,"Yes"
"Female",0,"No","No",14,"Yes","Yes","DSL","No","Yes","No","No","No","No","One year","Yes","Mailed check",54.25,773.2,"No"
"Female",0,"Yes","No",58,"Yes","Yes","DSL","Yes","No","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",61.05,3478.75,"No"
"Male",0,"Yes","No",66,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","No","Electronic check",85.25,5538.35,"No"
"Male",0,"No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.9,74.9,"Yes"
"Female",0,"No","No",3,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.15,194.2,"No"
"Female",0,"No","Yes",9,"Yes","No","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",69.4,571.45,"No"
"Female",0,"Yes","Yes",11,"Yes","Yes","DSL","No","No","No","Yes","No","Yes","Month-to-month","Yes","Electronic check",66.35,740.8,"Yes"
"Male",0,"No","No",19,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",86,1532.45,"Yes"
"Male",0,"No","No",24,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",90.55,2282.55,"Yes"
"Male",0,"Yes","Yes",47,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","No","Electronic check",87.2,4017.45,"No"
"Male",0,"No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",76.95,228.4,"Yes"
"Male",0,"No","No",13,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.45,270.2,"No"
"Female",0,"Yes","No",21,"No","No phone service","DSL","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",28.5,629.35,"No"
"Female",1,"No","No",46,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","One year","No","Credit card (automatic)",95.25,4424.2,"Yes"
"Male",0,"Yes","No",64,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",76.1,4818.8,"No"
"Female",0,"Yes","Yes",62,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",101.15,6638.35,"No"
"Female",0,"Yes","Yes",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",20.1,1326.25,"No"
"Male",0,"Yes","Yes",59,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.85,1188.25,"No"
"Female",0,"No","No",1,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",74.1,74.1,"No"
"Female",0,"Yes","Yes",24,"No","No phone service","DSL","Yes","Yes","Yes","No","Yes","Yes","One year","No","Electronic check",57.6,1367.75,"No"
"Female",0,"No","No",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",115.55,8127.6,"Yes"
"Female",0,"No","No",18,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",85.2,1553.9,"Yes"
"Female",0,"Yes","Yes",39,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","One year","Yes","Electronic check",89.55,3474.45,"Yes"
"Male",0,"Yes","Yes",32,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes","One year","No","Mailed check",94.8,3131.55,"No"
"Female",0,"Yes","No",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Bank transfer (automatic)",19.95,187.75,"No"
"Female",0,"No","No",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",25.15,25.15,"No"
"Female",1,"No","No",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",25.2,25.2,"Yes"
"Female",0,"No","No",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20,141.6,"No"
"Female",0,"Yes","No",57,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",100.75,5985,"No"
"Male",0,"Yes","Yes",11,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",20.45,250.8,"No"
"Male",0,"No","No",4,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",78.45,330.05,"Yes"
"Female",0,"Yes","Yes",51,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",85.5,4421.95,"No"
"Female",0,"No","No",33,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",60.9,2033.85,"No"
"Male",0,"No","No",5,"Yes","No","DSL","No","No","Yes","No","Yes","Yes","One year","Yes","Mailed check",70,347.4,"Yes"
"Female",0,"Yes","Yes",46,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",24.95,1165.9,"No"
"Female",0,"Yes","No",22,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.25,1554,"Yes"
"Male",0,"Yes","No",41,"Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",73,3001.2,"Yes"
"Female",0,"No","No",64,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",100.05,6254.2,"Yes"
"Female",0,"No","No",24,"Yes","Yes","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",84.35,1938.05,"No"
"Female",0,"Yes","Yes",14,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.55,294.5,"No"
"Male",0,"No","No",8,"Yes","No","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",66.25,546.45,"No"
"Female",0,"No","No",35,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",23.3,797.1,"No"
"Male",0,"Yes","Yes",65,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)",94.55,6078.75,"No"
"Female",1,"No","No",18,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",49.85,865.75,"No"
"Female",0,"Yes","Yes",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",113.05,7869.05,"No"
"Male",1,"Yes","No",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","One year","Yes","Electronic check",92,6585.2,"No"
"Male",0,"No","No",1,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",50.45,50.45,"Yes"
"Female",0,"No","No",40,"Yes","No","DSL","No","No","Yes","No","No","No","One year","Yes","Mailed check",50.25,2023.55,"No"
"Male",0,"Yes","Yes",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",19.9,153.95,"No"
"Male",0,"Yes","No",3,"Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",55.8,154.55,"No"
"Male",0,"No","Yes",41,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",111.15,4507.15,"No"
"Male",0,"No","No",23,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",20.85,473.9,"No"
"Female",0,"Yes","No",16,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100,1534.75,"Yes"
"Male",0,"No","No",37,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",98.8,3475.55,"Yes"
"Male",0,"No","No",41,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.7,4346.4,"Yes"
"Male",0,"Yes","Yes",72,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",65.1,4754.3,"No"
"Female",1,"No","No",13,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.85,1235.55,"No"
"Female",0,"Yes","Yes",23,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Mailed check",57.75,1282.85,"No"
"Female",0,"Yes","Yes",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",19.75,145,"Yes"
"Female",0,"No","No",18,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",71.1,1247.75,"No"
"Male",0,"Yes","No",68,"No","No phone service","DSL","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",54.1,3794.5,"No"
"Female",0,"Yes","Yes",14,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.8,1203.9,"No"
"Female",0,"Yes","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.6,55.25,"No"
"Male",0,"No","No",37,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","One year","No","Electronic check",67.45,2443.3,"No"
"Male",0,"No","No",8,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",43.55,335.4,"No"
"Female",0,"Yes","Yes",7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.65,158.95,"No"
"Male",0,"Yes","Yes",2,"Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes","Month-to-month","No","Credit card (automatic)",90,190.05,"Yes"
"Female",0,"Yes","Yes",35,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",25.75,882.55,"No"
"Male",0,"No","No",8,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","No","Electronic check",100.85,819.55,"Yes"
"Male",0,"Yes","Yes",63,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",80.3,4896.35,"No"
"Female",0,"Yes","No",5,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.95,330.15,"Yes"
